"","lon","lat","elevation","time","temperature","Salinity"
"13",-149.9122364726,-17.5185683928,"5.91",2019-01-09 12:33:42,30.43,27.6327
"14",-149.9123129994,-17.5185292494,"4.46",2019-01-09 12:33:57,30.64,29.3802
"15",-149.9123514723,-17.5185412355,"4.94",2019-01-09 12:34:12,30.72,31.677
"16",-149.9123777915,-17.5186284911,"3.98",2019-01-09 12:34:27,30.74,31.6282
"17",-149.9124070443,-17.5186549779,"4.94",2019-01-09 12:34:42,30.67,31.6819
"18",-149.9123948906,-17.5186258927,"4.46",2019-01-09 12:34:57,30.66,31.6605
"19",-149.9123794679,-17.5186168402,"4.94",2019-01-09 12:35:12,30.7,31.6307
"20",-149.9123837426,-17.5186304189,"4.94",2019-01-09 12:35:27,30.72,31.594
"21",-149.9123736843,-17.5186362863,"4.94",2019-01-09 12:35:42,30.74,31.5612
"22",-149.9123703316,-17.518622037,"4.46",2019-01-09 12:35:57,30.71,31.545
"23",-149.912357172,-17.5186123978,"5.42",2019-01-09 12:36:12,30.74,31.4503
"24",-149.9123223871,-17.5186063629,"4.94",2019-01-09 12:36:27,30.7,31.4407
"25",-149.912252482,-17.5186140742,"5.42",2019-01-09 12:36:42,30.67,31.3419
"26",-149.9122973252,-17.5186652038,"5.42",2019-01-09 12:36:57,30.68,30.5199
"27",-149.912294643,-17.5186857395,"6.39",2019-01-09 12:37:12,30.7,30.4587
"28",-149.9122922961,-17.5186795369,"6.39",2019-01-09 12:37:27,30.57,28.7358
"29",-149.9122950621,-17.5186576601,"5.42",2019-01-09 12:37:42,30.55,28.616
"30",-149.9122944754,-17.5186576601,"5.91",2019-01-09 12:37:57,30.54,29.5531
"32",-149.9122877698,-17.5186566543,"5.42",2019-01-09 12:38:27,30.63,27.6296
"41",-149.9122753646,-17.5186415669,"6.87",2019-01-09 12:40:42,30.42,27.6835
"48",-149.9122748617,-17.5186594203,"7.83",2019-01-09 12:42:27,30.05,22.1405
"55",-149.9122776277,-17.51862715,"7.83",2019-01-09 12:44:12,30.45,31.4733
"56",-149.9122923799,-17.5186171755,"7.83",2019-01-09 12:44:27,30.45,31.234
"57",-149.9122969899,-17.5186098833,"8.79",2019-01-09 12:44:42,30.47,31.5516
"58",-149.9122721795,-17.5186323468,"8.31",2019-01-09 12:44:57,30.45,31.3281
"59",-149.9122717604,-17.518644752,"8.31",2019-01-09 12:45:12,30.32,30.8206
"60",-149.9122782145,-17.518635029,"7.83",2019-01-09 12:45:27,30.4,31.2123
"61",-149.9122661445,-17.5186401419,"7.83",2019-01-09 12:45:42,30.34,30.8311
"62",-149.9122687429,-17.5186487753,"8.31",2019-01-09 12:45:57,30.45,31.0642
"64",-149.9122929666,-17.5186263956,"8.31",2019-01-09 12:46:27,30.42,31.0876
"65",-149.912298331,-17.5186176784,"8.79",2019-01-09 12:46:42,30.39,30.7999
"66",-149.9122782145,-17.5186483562,"8.79",2019-01-09 12:46:57,30.17,30.0267
"67",-149.9123086408,-17.5186991505,"9.27",2019-01-09 12:47:12,30.32,30.6249
"68",-149.912390532,-17.5187283196,"8.79",2019-01-09 12:47:27,30.5,31.5538
"69",-149.9124578387,-17.5187967159,"8.79",2019-01-09 12:47:42,30.5,31.8176
"70",-149.9125103094,-17.5188580714,"9.27",2019-01-09 12:47:57,30.31,31.9105
"71",-149.9125659652,-17.5188843906,"9.27",2019-01-09 12:48:12,30.17,32.1127
"72",-149.9126713257,-17.5189480931,"9.75",2019-01-09 12:48:27,30.08,32.1768
"73",-149.9126976449,-17.5189938582,"10.23",2019-01-09 12:48:42,29.99,32.2249
"74",-149.9126987346,-17.5190035813,"10.23",2019-01-09 12:48:57,29.92,32.2392
"75",-149.9126997404,-17.5190190878,"9.75",2019-01-09 12:49:12,29.88,32.299
"76",-149.9127106369,-17.5190276373,"10.23",2019-01-09 12:49:27,29.86,32.3044
"77",-149.9127082061,-17.5190363545,"10.23",2019-01-09 12:49:42,29.9,32.3104
"78",-149.9127057754,-17.5190067664,"10.23",2019-01-09 12:49:57,29.91,32.2793
"79",-149.9127034284,-17.5190098677,"10.23",2019-01-09 12:50:12,29.89,32.2929
"80",-149.9127134029,-17.5190187525,"10.23",2019-01-09 12:50:27,29.89,32.2767
"81",-149.9127134867,-17.5190108735,"10.23",2019-01-09 12:50:42,29.91,32.2635
"82",-149.9127110559,-17.5190161541,"9.75",2019-01-09 12:50:57,29.93,32.2543
"83",-149.9126913585,-17.5190115441,"9.75",2019-01-09 12:51:12,29.9,32.3401
"84",-149.9126869999,-17.5190250389,"10.23",2019-01-09 12:51:27,29.92,32.3146
"85",-149.912676774,-17.5190162379,"10.23",2019-01-09 12:51:42,29.91,32.2519
"86",-149.9126780313,-17.5190148968,"9.75",2019-01-09 12:51:57,29.97,32.216
"87",-149.9126853235,-17.5190008152,"9.75",2019-01-09 12:52:12,29.96,32.2801
"88",-149.9126859102,-17.5190094486,"10.23",2019-01-09 12:52:27,29.96,32.2557
"89",-149.9126844853,-17.5189989712,"10.23",2019-01-09 12:52:42,29.96,32.2722
"90",-149.9126719963,-17.5190099515,"9.75",2019-01-09 12:52:57,29.94,32.2327
"91",-149.9126629438,-17.5190115441,"10.23",2019-01-09 12:53:12,29.99,32.1994
"92",-149.9126626085,-17.5190134719,"10.71",2019-01-09 12:53:27,29.99,32.2403
"93",-149.9126616865,-17.5190122146,"10.23",2019-01-09 12:53:42,29.97,32.2539
"94",-149.9126537237,-17.5190211833,"10.23",2019-01-09 12:53:57,29.97,32.2051
"95",-149.9126578309,-17.5190252904,"10.23",2019-01-09 12:54:12,30.06,32.1777
"96",-149.9126524664,-17.5190179981,"10.23",2019-01-09 12:54:27,30.12,32.142
"97",-149.9126555678,-17.5190124661,"10.23",2019-01-09 12:54:42,30.14,32.1126
"98",-149.9126672186,-17.519024536,"10.23",2019-01-09 12:54:57,30.12,32.179
"99",-149.9126608483,-17.5190182496,"10.23",2019-01-09 12:55:12,30.07,32.1677
"100",-149.9126553163,-17.5190189201,"10.23",2019-01-09 12:55:27,30.12,32.1021
"101",-149.9126414023,-17.5189991388,"10.23",2019-01-09 12:55:42,30.14,32.1703
"102",-149.9126367923,-17.5189994741,"10.23",2019-01-09 12:55:57,30.08,32.1574
"103",-149.9126317631,-17.5189956184,"9.75",2019-01-09 12:56:12,30.06,32.2036
"104",-149.9126266502,-17.5190003123,"10.23",2019-01-09 12:56:27,30,32.2275
"105",-149.9126286618,-17.5190070178,"10.71",2019-01-09 12:56:42,29.97,32.2355
"106",-149.9126331881,-17.519002324,"11.19",2019-01-09 12:56:57,29.98,32.2208
"107",-149.9126374628,-17.5189977139,"11.19",2019-01-09 12:57:12,29.97,32.2277
"108",-149.9126279913,-17.5190030783,"10.71",2019-01-09 12:57:27,29.98,32.2375
"109",-149.9126419891,-17.5190086942,"10.23",2019-01-09 12:57:42,29.96,32.2225
"110",-149.912627656,-17.5190101191,"10.23",2019-01-09 12:57:57,29.9,31.9428
"111",-149.9126389716,-17.5190086942,"10.23",2019-01-09 12:58:12,29.97,32.2284
"112",-149.9126305059,-17.5190243684,"10.23",2019-01-09 12:58:27,29.98,32.2382
"113",-149.9126405641,-17.519030571,"10.23",2019-01-09 12:58:42,30.02,32.232
"114",-149.9126465991,-17.5190218538,"9.75",2019-01-09 12:58:57,30,32.266
"115",-149.9126444198,-17.5190169085,"10.23",2019-01-09 12:59:12,30.05,32.1919
"116",-149.9126386363,-17.5190267153,"10.71",2019-01-09 12:59:27,30.08,32.1965
"117",-149.9126395583,-17.5190323312,"10.23",2019-01-09 12:59:42,30.04,32.1866
"118",-149.9126243033,-17.5190293975,"10.71",2019-01-09 12:59:57,30,32.2625
"119",-149.9126103893,-17.5190225244,"10.71",2019-01-09 13:00:12,29.97,32.2297
"120",-149.9126429949,-17.5190480892,"10.71",2019-01-09 13:00:27,29.93,32.2934
"121",-149.9126513768,-17.5190275535,"10.71",2019-01-09 13:00:42,29.99,32.2739
"122",-149.9126424082,-17.5189872365,"10.71",2019-01-09 13:00:57,29.99,32.2536
"123",-149.9126162566,-17.5189691316,"10.23",2019-01-09 13:01:12,30.02,32.2296
"124",-149.912614245,-17.5189612526,"10.71",2019-01-09 13:01:27,30.13,32.1482
"125",-149.9126487784,-17.5188961253,"10.23",2019-01-09 13:01:42,30.22,32.0682
"126",-149.9126362894,-17.5188952032,"10.23",2019-01-09 13:01:57,30.14,32.1541
"127",-149.9126469344,-17.5189054292,"10.23",2019-01-09 13:02:12,30.09,32.1591
"128",-149.9126374628,-17.5189133082,"10.71",2019-01-09 13:02:27,30.02,32.2673
"129",-149.9126380496,-17.5189221092,"10.71",2019-01-09 13:02:42,30.01,32.2414
"130",-149.912636457,-17.5189224444,"10.71",2019-01-09 13:02:57,30.04,32.2174
"131",-149.9126171786,-17.5189210195,"10.71",2019-01-09 13:03:12,30.06,32.2124
"132",-149.9126175139,-17.5189207681,"10.71",2019-01-09 13:03:27,30.05,32.2315
"133",-149.9126310926,-17.5189271383,"10.71",2019-01-09 13:03:42,30.08,32.2116
"134",-149.9126368761,-17.5189284794,"10.71",2019-01-09 13:03:57,30.08,32.1954
"135",-149.9126468506,-17.5189200137,"10.71",2019-01-09 13:04:12,30.07,32.2023
"136",-149.9126426596,-17.5189251266,"10.71",2019-01-09 13:04:27,30.01,32.2589
"137",-149.9126398936,-17.518926803,"11.19",2019-01-09 13:04:42,30.01,32.2509
"138",-149.9126458447,-17.5189213548,"11.19",2019-01-09 13:04:57,30.02,32.2607
"139",-149.9126553163,-17.5189187564,"10.23",2019-01-09 13:05:12,29.94,32.3063
"140",-149.9126793724,-17.518944405,"10.23",2019-01-09 13:05:27,29.9,32.3415
"141",-149.9126763549,-17.5189321674,"11.19",2019-01-09 13:05:42,29.94,32.3067
"142",-149.9126551487,-17.5188942812,"10.23",2019-01-09 13:05:57,30.01,32.2436
"143",-149.9126518797,-17.5188936945,"10.71",2019-01-09 13:06:12,30.01,32.2437
"144",-149.9126519635,-17.5188801158,"10.71",2019-01-09 13:06:27,30.08,32.2135
"145",-149.9126564898,-17.5188211072,"10.23",2019-01-09 13:06:42,30.12,32.1584
"146",-149.9126520474,-17.5188154075,"10.71",2019-01-09 13:06:57,30.09,32.1826
"147",-149.9126567412,-17.5188154913,"10.23",2019-01-09 13:07:12,30.04,32.2571
"148",-149.9126528855,-17.5188146532,"10.71",2019-01-09 13:07:27,29.99,32.2661
"149",-149.9126467668,-17.5188186765,"10.71",2019-01-09 13:07:42,29.98,32.2771
"150",-149.9126612674,-17.5188152399,"10.71",2019-01-09 13:07:57,29.98,32.2855
"151",-149.9126526341,-17.5188131444,"10.71",2019-01-09 13:08:12,29.96,32.3236
"152",-149.9127054401,-17.5188004877,"10.23",2019-01-09 13:08:27,29.94,32.3455
"153",-149.9127771892,-17.5188070256,"10.71",2019-01-09 13:08:42,29.91,32.333
"154",-149.9127702322,-17.5188135635,"10.71",2019-01-09 13:08:57,29.81,32.4004
"155",-149.9127682205,-17.5188164134,"11.19",2019-01-09 13:09:12,29.72,32.4161
"156",-149.9127811287,-17.5188239571,"10.71",2019-01-09 13:09:27,29.61,32.4866
"157",-149.9127839785,-17.5188317522,"10.71",2019-01-09 13:09:42,29.5,32.5121
"158",-149.9127785303,-17.518826304,"10.71",2019-01-09 13:09:57,29.5,32.5823
"159",-149.9127970543,-17.5188118033,"10.23",2019-01-09 13:10:12,29.39,32.5873
"160",-149.9128022511,-17.5187734142,"10.23",2019-01-09 13:10:27,29.39,32.5874
"161",-149.9128285702,-17.5187672954,"10.71",2019-01-09 13:10:42,29.4,32.5684
"162",-149.9128420651,-17.5187584944,"10.71",2019-01-09 13:10:57,29.43,32.5894
"163",-149.9128375389,-17.5187237933,"11.19",2019-01-09 13:11:12,29.41,32.562
"164",-149.9128539674,-17.5187108014,"11.19",2019-01-09 13:11:27,29.43,32.5568
"165",-149.9128606729,-17.5186900143,"11.19",2019-01-09 13:11:42,29.39,32.5924
"166",-149.9128663726,-17.5186687242,"11.19",2019-01-09 13:11:57,29.4,32.6189
"167",-149.9128646962,-17.5186427403,"11.19",2019-01-09 13:12:12,29.4,32.6107
"168",-149.912873162,-17.5186182652,"11.19",2019-01-09 13:12:27,29.35,32.6285
"169",-149.9128791969,-17.5186075363,"11.19",2019-01-09 13:12:42,29.37,32.6316
"170",-149.9128786102,-17.5185876712,"11.19",2019-01-09 13:12:57,29.4,32.6319
"171",-149.9128679652,-17.5185626093,"10.71",2019-01-09 13:13:12,29.41,32.6211
"172",-149.9128656182,-17.5185405649,"10.71",2019-01-09 13:13:27,29.43,32.6159
"173",-149.9128637742,-17.5185243879,"10.71",2019-01-09 13:13:42,29.41,32.638
"174",-149.9128610082,-17.5185004994,"11.67",2019-01-09 13:13:57,29.4,32.5954
"175",-149.9128658697,-17.5184658822,"11.67",2019-01-09 13:14:12,29.41,32.5723
"176",-149.9128969666,-17.518444173,"11.67",2019-01-09 13:14:27,29.43,32.5959
"177",-149.9129169155,-17.5184253976,"11.67",2019-01-09 13:14:42,29.42,32.6153
"178",-149.9129267223,-17.5184088852,"11.19",2019-01-09 13:14:57,29.41,32.5728
"179",-149.9128952064,-17.5183887687,"11.19",2019-01-09 13:15:12,29.4,32.5798
"180",-149.9128841422,-17.5183647126,"11.67",2019-01-09 13:15:27,29.4,32.6212
"181",-149.912874084,-17.5183379743,"11.67",2019-01-09 13:15:42,29.41,32.5898
"182",-149.9128673784,-17.5183133315,"11.19",2019-01-09 13:15:57,29.4,32.5968
"183",-149.9128636904,-17.5182772893,"11.67",2019-01-09 13:16:12,29.42,32.5668
"184",-149.9128641095,-17.5182516407,"11.19",2019-01-09 13:16:27,29.43,32.5973
"185",-149.9128708988,-17.5182269979,"11.67",2019-01-09 13:16:42,29.44,32.6113
"186",-149.9128770176,-17.5182036962,"11.67",2019-01-09 13:16:57,29.45,32.6171
"187",-149.912871737,-17.5181782153,"11.67",2019-01-09 13:17:12,29.47,32.5376
"188",-149.9128627684,-17.518164888,"11.67",2019-01-09 13:17:27,29.48,32.5639
"189",-149.9128632713,-17.5181890279,"11.67",2019-01-09 13:17:42,29.51,32.5272
"190",-149.9128526263,-17.5181725156,"12.15",2019-01-09 13:17:57,29.57,32.5649
"191",-149.9128340185,-17.5181508064,"11.67",2019-01-09 13:18:12,29.66,32.4793
"192",-149.9128079507,-17.518125074,"11.67",2019-01-09 13:18:27,29.76,32.4653
"193",-149.9127838947,-17.5181045383,"10.71",2019-01-09 13:18:42,29.85,32.4212
"194",-149.9127504509,-17.5180716813,"11.19",2019-01-09 13:18:57,29.89,32.3903
"195",-149.9127265625,-17.5180487987,"11.19",2019-01-09 13:19:12,29.93,32.3472
"196",-149.9127139058,-17.5180291012,"11.67",2019-01-09 13:19:27,29.96,32.3559
"197",-149.9127000757,-17.5180144329,"12.15",2019-01-09 13:19:42,29.97,32.3411
"198",-149.9126629438,-17.517967578,"12.15",2019-01-09 13:19:57,30.01,32.3884
"199",-149.912637379,-17.5179260038,"12.15",2019-01-09 13:20:12,30.05,32.3329
"200",-149.9126088805,-17.5179158617,"12.15",2019-01-09 13:20:27,30.06,32.2895
"201",-149.9125674739,-17.5178762153,"11.67",2019-01-09 13:20:42,30.07,32.2788
"202",-149.9125406519,-17.5178683363,"11.67",2019-01-09 13:20:57,30.09,32.2943
"203",-149.9125109799,-17.5178385805,"11.67",2019-01-09 13:21:12,30.12,32.2867
"204",-149.9124812242,-17.5178050529,"12.15",2019-01-09 13:21:27,30.12,32.2664
"205",-149.9124694057,-17.5177973416,"12.15",2019-01-09 13:21:42,30.13,32.2517
"206",-149.9124659691,-17.5177799072,"12.15",2019-01-09 13:21:57,30.09,32.2214
"207",-149.9124490377,-17.5177580304,"12.63",2019-01-09 13:22:12,30.06,32.2497
"208",-149.9124216288,-17.5177189708,"12.15",2019-01-09 13:22:27,30.1,32.2313
"209",-149.9123982433,-17.5176948309,"12.15",2019-01-09 13:22:42,30.15,32.1981
"210",-149.9123711698,-17.5176617224,"12.63",2019-01-09 13:22:57,30.18,32.1702
"211",-149.9123504665,-17.5176328048,"12.63",2019-01-09 13:23:12,30.3,32.0621
"212",-149.9123610277,-17.517609084,"12.63",2019-01-09 13:23:27,30.27,32.1269
"213",-149.9123549927,-17.5175803341,"12.63",2019-01-09 13:23:42,30.33,32.0386
"214",-149.9123568367,-17.5175695214,"12.63",2019-01-09 13:23:57,30.35,32.0539
"215",-149.9123569205,-17.517566001,"12.63",2019-01-09 13:24:12,30.31,31.9913
"216",-149.9123702478,-17.5175403524,"12.63",2019-01-09 13:24:27,30.37,31.9762
"217",-149.9123567529,-17.5175147876,"13.12",2019-01-09 13:24:42,30.37,31.9682
"218",-149.912353484,-17.5174764823,"13.12",2019-01-09 13:24:57,30.35,32.0262
"219",-149.9123462755,-17.5174524263,"13.12",2019-01-09 13:25:12,30.31,32.0325
"220",-149.9123436771,-17.5174219999,"13.12",2019-01-09 13:25:27,30.4,32.0137
"221",-149.9123606924,-17.5173795037,"13.12",2019-01-09 13:25:42,30.4,32.0302
"222",-149.912352981,-17.5173399411,"13.60",2019-01-09 13:25:57,30.41,31.9629
"223",-149.9123575073,-17.517303396,"13.60",2019-01-09 13:26:12,30.42,31.9889
"224",-149.9123607762,-17.5172684435,"13.60",2019-01-09 13:26:27,30.43,31.9946
"225",-149.9123475328,-17.5172352511,"13.60",2019-01-09 13:26:42,30.33,32.0772
"226",-149.9123524781,-17.5171960238,"13.60",2019-01-09 13:26:57,30.3,32.0281
"227",-149.9123565014,-17.5171743147,"13.60",2019-01-09 13:27:12,30.3,32.0323
"228",-149.9123598542,-17.5171267893,"13.12",2019-01-09 13:27:27,30.32,32.0315
"229",-149.912368739,-17.5170860533,"13.12",2019-01-09 13:27:42,30.35,32.0362
"230",-149.912381731,-17.5170770008,"13.12",2019-01-09 13:27:57,30.3,31.9681
"231",-149.9123892747,-17.5170452334,"13.60",2019-01-09 13:28:12,30.22,31.9888
"232",-149.9123930465,-17.517045904,"13.60",2019-01-09 13:28:27,30.22,32.0011
"233",-149.9123924598,-17.5170601532,"14.08",2019-01-09 13:28:42,30.21,32.1418
"234",-149.9124055356,-17.5170216803,"14.08",2019-01-09 13:28:57,30.22,32.05
"235",-149.9124134984,-17.5170114543,"14.08",2019-01-09 13:29:12,30.21,32.1056
"236",-149.912421545,-17.5169976242,"14.56",2019-01-09 13:29:27,30.19,32.1435
"237",-149.9124126602,-17.5170253683,"14.08",2019-01-09 13:29:42,30.19,32.1395
"238",-149.9124212097,-17.5169633422,"13.60",2019-01-09 13:29:57,30.18,32.1463
"239",-149.9124229699,-17.516917577,"13.60",2019-01-09 13:30:12,30.17,32.0637
"240",-149.9124239758,-17.5168624241,"13.60",2019-01-09 13:30:27,30.23,32.0039
"241",-149.9124551564,-17.5168310758,"13.60",2019-01-09 13:30:42,30.21,32.0822
"242",-149.9124584254,-17.5167847238,"14.08",2019-01-09 13:30:57,30.18,32.147
"243",-149.9124740995,-17.5167450774,"14.08",2019-01-09 13:31:12,30.1,32.0866
"244",-149.9124861695,-17.5167029165,"14.08",2019-01-09 13:31:27,30.1,32.103
"245",-149.9125026818,-17.5166596659,"14.08",2019-01-09 13:31:42,30.14,32.1905
"246",-149.9125170987,-17.5166175049,"14.56",2019-01-09 13:31:57,30.15,32.0539
"247",-149.9125148356,-17.5165642798,"14.56",2019-01-09 13:32:12,30.17,32.1098
"248",-149.9125057831,-17.5165228732,"14.56",2019-01-09 13:32:27,30.18,31.8489
"249",-149.9124896061,-17.5164792873,"14.08",2019-01-09 13:32:42,30.18,31.9819
"250",-149.9124838226,-17.5164473522,"14.08",2019-01-09 13:32:57,30.17,31.8439
"251",-149.9124911986,-17.5163948815,"14.56",2019-01-09 13:33:12,30.23,32.0138
"252",-149.9125130754,-17.5163459312,"14.56",2019-01-09 13:33:27,30.3,31.9798
"253",-149.9125345331,-17.5163112301,"14.56",2019-01-09 13:33:42,30.29,31.8656
"254",-149.9125492014,-17.5162642077,"14.08",2019-01-09 13:33:57,30.34,31.9336
"255",-149.9125626124,-17.516220957,"14.08",2019-01-09 13:34:12,30.33,31.8718
"256",-149.9125692341,-17.5161752757,"14.08",2019-01-09 13:34:27,30.4,31.9509
"257",-149.9125898536,-17.5161304325,"14.08",2019-01-09 13:34:42,30.39,31.8891
"258",-149.912598487,-17.5160851702,"13.60",2019-01-09 13:34:57,30.38,31.8877
"259",-149.912616089,-17.5160415843,"14.08",2019-01-09 13:35:12,30.34,31.7616
"260",-149.9126526341,-17.5160129182,"14.08",2019-01-09 13:35:27,30.37,31.9471
"261",-149.9126688112,-17.5159666501,"14.08",2019-01-09 13:35:42,30.31,31.7736
"262",-149.9126709066,-17.5159139279,"14.08",2019-01-09 13:35:57,30.23,31.6866
"263",-149.9126970582,-17.5158643071,"14.08",2019-01-09 13:36:12,30.22,31.817
"264",-149.9127336871,-17.5158208888,"14.08",2019-01-09 13:36:27,30.3,31.9697
"265",-149.9127582461,-17.5157791469,"14.08",2019-01-09 13:36:42,30.22,32.0026
"266",-149.91277216,-17.5157438591,"14.08",2019-01-09 13:36:57,30.27,31.9737
"267",-149.9127820507,-17.5157030392,"14.08",2019-01-09 13:37:12,30.25,31.9629
"268",-149.91278423,-17.5156697631,"14.08",2019-01-09 13:37:27,30.21,31.9895
"269",-149.9128034245,-17.5156327989,"14.56",2019-01-09 13:37:42,30.13,31.9457
"270",-149.9128299113,-17.5156100001,"14.56",2019-01-09 13:37:57,30.26,31.9931
"271",-149.9128470104,-17.5155747961,"14.08",2019-01-09 13:38:12,30.05,31.9668
"272",-149.9128677975,-17.5155319646,"14.56",2019-01-09 13:38:27,30.4,32.0956
"273",-149.9128866568,-17.5154950842,"15.04",2019-01-09 13:38:42,30.43,32.0434
